club,handle,status,post_date,post_timestamp,likes,comments,reposts,collaborators,collab_count,caption,severity,post_url,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-04-15,2024-04-15T21:13:59+00:00,98,1,0,columbia_hep,1,"we ❤️ HEP picnics kathyzxu   103w 😍😍❤️‍🔥❤️‍🔥❤️‍🔥🙌🙌🙌☀️☀️ 1 like Reply 98 1 April 15, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Ned",0,https://www.instagram.com/p/C5y_vpDuMx0/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-02-03,2025-02-03T14:14:45+00:00,1,0,0,columbia_hep,1,"applications due TODAY!! we are so excited to work with and organize our community teams this semester 🤍🏠 caroshime   61w Wow my legacy lives on 1 like Reply 1 February 3, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Españ",0,https://www.instagram.com/p/DFnReUMu0SB/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-09-30,2025-09-30T16:31:15+00:00,2,0,0,"americorps, ciatcu, pcce.members, columbia_hep",4,"Yesterday, HEP packed care packages consisting of underwear, socks, hand warmers, and snacks for our direct outreach teams to distribute in the coming weeks. We hope that these resources are helpful to our neighbors facing housing insecurity in the area. Thank you to all who helped make this event so successful!   Event is sponsored by @ciatcu, @americorps, @pcce.members and @911day ciatcu   26w This is awesome! Reply",0,https://www.instagram.com/p/DPO7FJJjm5f/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-06-14,2024-06-14T14:47:06+00:00,31,1,0,"defend.harlem, columbia_hep, Manhattanville, Manhattan",4,"We need your support for the Juneteenth press conference that will address the devastating effect of Columbia University’s expansion and to support Senator Cordell Cleare’s legislation to repeal it!   Here are SOME of our other asks, that include:   	⁃	We call on Columbia to attend a public meeting with the community to answer our concerns.  	⁃	The community deserves a response to the letter written by Reverend Dedr",0,https://www.instagram.com/p/C8MzKh9uGVY/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-02-07,2024-02-07T17:19:52+00:00,55,1,0,"columbia_hep, columbiapolicyinstitute, Columbia, University",4,"Join CPI and HEP on Sunday for a collaborative sandwich making event as part of the Housing Equity Project’s Direct Outreach Program! See you there! 🥳 rexjameskoenig   112w LFFGGGGG 1 like Reply 55 1 February 7, 2024 More posts from columbiapolicyinstitute Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-U",0,https://www.instagram.com/p/C3De5b7upYF/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-05-11,2025-05-11T12:59:11+00:00,,,,columbia_hep,1,"Hi Housing Equity Project!! Our Food Recovery Network is hosting one final baking social today, and we hope to see you all there. This will be a fun event to help destress before a week of busy finals, and to connect with your HEP seniors before they are off 😢 See you soon! No comments yet. Start the conversation. May 11, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI",0,https://www.instagram.com/p/DJg57xbuPhJ/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-03-29,2025-03-29T14:02:39+00:00,10,0,0,columbia_hep,1,"At today’s item drive, we’re not only collecting donations of food, clothing, and toiletries, but we are selling art prints! Stop by College Walk between 12:00-2:00 to buy a print or two. Head to our story to see a sneak peak of some of the prints! No comments yet. Start the conversation. 10 March 29, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploa",0,https://www.instagram.com/p/DHyTA-MOqRw/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-03-24,2025-03-24T16:46:28+00:00,9,0,0,columbia_hep,1,"Join us tonight for our General Body Sandwich building! Come listen to music, connect with others, and help our outreach teams with more food inventory. See you all tonight 🥪🥰 No comments yet. Start the conversation. 9 March 24, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deu",0,https://www.instagram.com/p/DHltyWZuUTo/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-03-01,2025-03-01T19:06:49+00:00,,,,columbia_hep,1,"TOMORROW 📢📢📢📢 DON’T MISS OUR LONG AWAITED SHREK THEMED SANDWICH MAKING TOMORROW 😌😌 will be both watching shrek & dressing up 😘😘 who will be the best dressed? No comments yet. Start the conversation. March 1, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English",0,https://www.instagram.com/p/DGqvkQTOVi0/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2026-02-26,2026-02-26T01:10:29+00:00,66,0,0,columbia_hep,1,"March 6th, 9pm @ 526 W 114th! Live music, arts and treats, and all proceeds go to ICE Relief! 🎶 No comments yet. Start the conversation. 66 February 25 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עב",0,https://www.instagram.com/p/DVM8EQsDaGQ/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2023-11-14,2023-11-14T17:55:12+00:00,283,6,0,"columbia_hep, Edited",2,"As the Housing Equity Project we stand in support and solidarity with @sjp.columbia @jvp.columbia and Palestinian liberation tess_brm   56w 🚨🇾🇪 Ansarallah commander Sayyed Abdlumalik Badreddine Al-Houthi addressing the latest developments in Syria. RNN has provided highlights below: — The takfiri groups in Syria are committing acts of genocide against hundreds of peaceful, unarmed Syrian civilians. Since gaining control over Syria, the takfiri g",2,https://www.instagram.com/p/Czoo860u-W1/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,,,,,,,0,"2 kiwilynas Follow 22 pnemiroff 2 people Follow “What we were really trying to solidify in these last few episodes was just how much she’s kind of clinging to Robby, and how him leaving is yet another destabilizing thing.” … more 276 1 5 masters.with.ria Follow It HURTS fr. #thesis #thesis #relateable #masters #funny 1,238 2 23 juliaathomasss Follow Oh and he acts like this literally TO EVERYONE all the time!!! Glenn deserves the world ❤️❤️ #umiami #dininghall #hopecore #glenntheomeletteman #ins",3,https://www.instagram.com/reel/CcUDL0ED4fP/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-12-18,2024-12-18T03:35:22+00:00,15,0,0,columbia_hep,1,"hi everyone!! one last swipe drive TOMORROW!!! No comments yet. Start the conversation. 15 December 17, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Baha",0,https://www.instagram.com/p/DDtG8M2OvJ5/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2026-03-02,2026-03-02T20:14:16+00:00,8,0,0,columbia_hep,1,Narcan Training today at 8pm in Uris 312! Please come attend as we will be learning life-saving information! No comments yet. Start the conversation. 8 March 2 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Fra,0,https://www.instagram.com/p/DVZSKXikW8n/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2026-02-11,2026-02-11T21:59:38+00:00,2,3,0,"studentsforsanctuary, columbia_hep, columbiairc",3,"We are hosting our “Food not ICE” event at the end of this February - get your donated materials ready now!   The event will include a discussion about conditions in a New Jersey ICE detention facility alongside a  letter writing campaign, donation drive, and fundraiser featuring student art prints. eth.koay   7w pull up!!! Reply glynisomeara   7w 💖💖💖💖💖 Reply 2 3 February 11 More posts from columbiairc Meta About",0,https://www.instagram.com/p/DUoi81ykTpH/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,,,,,,,0,"2 columbia_hep Follow turkey sandwich makin’ outreach-advocacy wombo combo legened @theabrrrrr does a sandwich tutorial for us, showing how members of HEP make sandwiches with lots of TLC to supply the direct outreach teams. This could be you…! dm us or come to GBM to get involved … more 97 4 leeniegrace 5 people Follow Hello, you (my favorite show ever) @pennbadgley @drnuramowzoon @uofpenn @netflix @netflixfilm @younetflix #joegoldberg #pennbadgley #younetflix #danhumphreygossipgirl #university",0,https://www.instagram.com/reel/CbVP6iOjIrL/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-11-11,2025-11-11T05:38:57+00:00,16,1,0,"columbia_hep, Edited",2,"Narcan training at today’s gen bod!!! Stop by MATH 312 today to learn how to administer naloxone, courtesy of Alice! @ Columbia Health No comments yet. Start the conversation. 16 1 November 10, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English Engl",0,https://www.instagram.com/p/DQ3fjOPDkfP/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-09-29,2025-09-29T17:00:27+00:00,,,,"americorps, ciatcu, pcce.members, columbia_hep",4,"HEP is hosting a pack and learn event this Monday at 7:15 pm in Earl Hall 206! We will be coming together to make care packages for our neighbors who are facing housing insecurity. At the event, we will also discuss the landscape of housing services in NYC and how it often leaves out migrants, veterans, and kids seeking safer conditions. We will specifically be discussing the intersection of female veterans and homele",0,https://www.instagram.com/p/DPMZoMUDoqk/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2023-11-05,2023-11-05T16:54:35+00:00,22,0,0,columbia_hep,1,"PLEASE BRING BACK CLOTHES FROM HOME! Direct Outreach relies heavily on your donations to keep handing out supplies to folks. Please consider donating❤️ And have a great fall break! No comments yet. Start the conversation. 22 November 5, 2023 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština",0,https://www.instagram.com/p/CzRZR9NuRsH/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-12-12,2024-12-12T02:16:07+00:00,82,2,0,columbia_hep,1,"Hi everyone! we’ll be outside Chef Mikes again to collect sandwiches with donated swipes! All you have to do is run into Chef Mikes, grab a prepackaged sub, and donate it to us sitting out front!! rosieeroses   68w super cool 1 like Reply anniefasulo   68w Yayy!! 💙💙 1 like Reply 82 2 December 11, 2024 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading",0,https://www.instagram.com/p/DDdhGkkuSeC/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-04-26,2025-04-26T03:41:32+00:00,338,1,0,columbia_hep,1,"The Columbia Housing Equity Project wholeheartedly condemns the use of Public Safety and the NYPD to apprehend and arrest a community member. gina_lazzara   49w 💔💔 Reply 338 1 April 25, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español",0,https://www.instagram.com/p/DI5SMO9tCpA/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-12-02,2025-12-02T04:39:11+00:00,1,0,0,columbia_hep,1,"We’re building next semester’s coordinator team, and we want YOU! Coordinators help guide volunteers, plan outreach, and support our work with unhoused neighbors. If this sounds like you, tap the link in bio 💙🌀 No comments yet. Start the conversation. 1 December 1, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified Englis",0,https://www.instagram.com/p/DRv3rBqjoD8/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2025-02-15,2025-02-15T18:38:44+00:00,1,0,0,columbia_hep,1,"hi hep-ers 💌💌💌 join us TOMORROW for our baking event. all goods will be given out during our direct outreach this week❤️ see you tomorrow! anniefasulo   59w 💞💞 Reply 1 February 15, 2025 More posts from columbia_hep Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (Espa",0,https://www.instagram.com/p/DGGpOS2ObYy/,,,,,,,,,,,,
Housing Equity Project,columbia_hep,ok,2024-06-29,2024-06-29T19:52:53+00:00,180,0,0,columbia_hep,1,"The Columbia Housing Equity Project is deeply disgusted at yesterday’s Supreme Court ruling in Grants Pass v Johnson, in which six unelected millionaires allowed cities to arrest people for simply sleeping outside. This ruling is fundamentally a criminalization of the state of homelessness, and is an unconscionable violation of all of our civil rights. Incarceration is never, ever a solution to homelessness, and HEP will work endlessly with our unhoused n",0,https://www.instagram.com/p/C8z-FPZux8V/,,,,,,,,,,,,
